col1,col2,col3,col4,col5,col6,col7,col8,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0.021,2.906,0.36,0.153,633.8,1.919,0.292,5.411,0.904,563.763,0.597,0.03,0.412,0.516,1.784,2.287,1.065,1.266,1.393
9.657,7.255,3.205,0,5453.3,0.023,0.114,2.666,0.145,15.914,19.572,0.576,0.506,0.534,0.043,0.01,0.608,2.289,0.922
0.026,6.677,0.027,0.371,726.3,4.657,1.775,2.34,0.003,2.534,9.04,0.431,0.258,0.158,0.53,0.012,2.723,0.032,2.256
0.011,0.068,0.297,0.153,331.6,1.765,0.268,0.225,0.469,78.995,0.082,0.802,0.874,0.608,1.584,0.225,1.544,0.346,0.833
0.642,0.242,0.054,0.058,1349.1,0.842,1.068,0.039,0.314,2169.904,0.369,0.352,2.467,0.711,0.071,7.915,0.04,1.388,0.076
0.006,4.81,0.748,1.09,47.9,0.656,1.644,0.004,0.029,43.545,4.419,0.04,0.747,0.155,0.442,0.032,4.616,0.096,0.449
0.004,1.166,0.033,0.011,1691.6,1.408,0.279,2.504,4.459,80.598,0.049,0.309,0.042,2.218,1.082,0.002,0.047,2.08,0.02
0.296,6.645,0,0.449,197.1,0.038,0.029,0.276,0.723,12.72,3.407,0.441,2.337,0.174,0.738,2.059,2.489,1.011,3.014
0,0.873,0.245,0.02,468.5,1.209,0.302,0.119,0.958,640.108,0.041,0.164,0.311,1.164,0,0.407,0.099,0.712,0.176
0.114,0.715,0.159,0.343,780.5,0.947,0.013,2.665,3.892,28.055,0.003,0.803,1.693,0.619,0.012,2.663,0.471,1.011,1.448
0.046,5.876,1.028,0.525,4040.5,1.199,0.02,0.053,0.086,679.157,15.209,1.614,0.727,0.001,0.154,0.861,1.492,1.633,0.611
1.761,0.362,0.497,0.125,119,0.895,0.054,0.786,1.574,78.886,0.046,3.211,0.364,0.066,0.165,0.093,0.043,0.208,0.004
0.042,2.365,1.458,0.509,1057.4,0.565,3.623,0.611,0.209,2580.344,0.177,3.102,0.216,0.093,0.057,0.107,0.188,1.688,0.746
0.204,0.462,0.204,0.153,2545.5,0.151,0.094,0.588,0.464,1972.062,0.691,0.032,0.155,0.835,0.456,0.303,0,2.621,1.558
0,0.023,0.009,0.067,1982.8,3.354,1.419,0.841,0.019,714.063,1.261,0.572,1.088,0.008,0.001,0.734,0.011,1.756,0.73
0,2.032,3.248,0.194,577.9,4.524,1.81,2.093,2.005,687.925,3.676,0.605,0.05,1.451,0.191,0.349,1.181,0.133,2.173
0.383,3.228,0.054,2.94,1355.9,1.397,0.097,0,7.144,4813.578,6.762,0.783,0.42,1.847,0.346,7.64,0.497,0.421,0.035
0.208,2.178,0.044,0.445,1845.6,0.799,2.901,1.465,0.01,4804.855,0.005,0.099,0.134,0.105,0.312,0.342,0.264,2.519,0.741
0.01,0.117,0.205,0.142,787.5,2.472,0.578,0.113,0.335,4664.797,1.185,0.07,0.392,0.532,0.256,0.358,2.98,0.538,0.214
3.94,1.91,1.113,0.113,285.2,0.16,0.718,1.855,1.039,13.031,2.815,0.131,0.75,1.673,3.374,0.316,0.169,0.028,1.181
0.133,3.562,2.951,0.001,100.4,0.108,0.664,1.951,0.3,1736.54,1.846,0.227,0.196,0.624,1.654,0.001,1.355,0.531,0.08
0.112,2.22,0.507,4.051,916.6,0.035,0.073,0.201,0.053,1002.829,4.619,0.023,0.166,0.003,2.642,0.026,0.496,0.282,0.995
0.07,2.623,0.314,0.15,1550.4,0,0.322,0.531,0.05,1.512,6.342,0.092,4.784,0,2.314,3.868,0.939,0.584,0.79
1.937,0.084,3.828,0.63,4558.6,0.007,0.039,0.132,1.184,29.185,4.649,0.103,0.398,0.129,0.013,1.032,0.464,3.564,0.004
6.422,1.905,5.549,2.058,1236.1,1.536,4.071,1.143,5.309,95.334,0.044,1.154,0.159,0.301,0.002,2.296,0.009,1.793,0.413
0.002,1.082,1.133,2.131,1793.1,2.128,0.383,0.926,1.039,1590.791,4.402,0.098,0.676,1.046,1.76,2.238,0.213,0.97,1.838
0,2.676,0.63,0.04,584.7,1.049,2.415,0.179,2.187,94.743,0.549,0.476,0.583,2.756,0.479,1.634,0.12,1.167,1.076
0.905,1.256,1.055,3.112,786.5,0.325,0.002,0.109,0.506,117.138,3.116,0.343,0.112,0.399,0.08,0.008,0.181,0.305,0.001
26.676,0.552,0.452,2.739,2419.2,0.023,0.209,0.621,0.445,159.02,0.548,0.269,0.739,1.027,4.627,0.003,0.343,2.551,0.002
0.265,1.374,2.089,4.39,1749,0.001,0.013,0.289,0.228,1144.442,4.833,0.001,0.84,0.302,0.871,0.328,0.254,0.882,0.396
1.373,0.824,1.007,0.037,20,0.814,0.172,1.57,2.756,671.506,0.838,5.849,2.692,0.375,3.042,1.422,0.015,0.007,0.887
0.08,1.132,0.657,0.581,6721.7,3.237,0.492,4.306,0.851,1568.506,10.474,0.286,0.025,1.799,0.282,0.585,0.035,4.526,0.16
0.325,0.064,0.003,1.242,190.9,0.388,1.93,0.594,0.184,1534.656,0.029,0,0.075,0.155,0,4.754,1.915,0.211,0.295
2.584,0.006,0.699,0.008,2705.7,1.576,1.158,6.928,0.103,52.362,2.355,4.6,0.178,0.898,0.014,1.876,0.929,2.215,0.319
2.766,0.792,2.711,0.267,630.8,0.549,0.048,3.645,0.255,20.869,2.196,0.088,0.002,0.896,1.719,0.011,0.552,0.271,0.817
0.003,1.814,0.005,0.603,1598.2,0.062,6.91,0.374,0.013,1960.371,0.002,0.723,0.217,0.014,0.001,0.032,0.559,2.163,0.301
0.23,0.038,0.087,0.377,32.8,1.138,0.005,0.817,0.174,733.693,0.109,0.549,0.227,0.009,1.541,0.052,0.458,0.015,0.126
43.388,0.534,0.01,2.233,628.1,0.151,0.008,3.366,1.299,866.486,0.005,0.012,0.204,2.844,0.373,1.379,5.056,0.802,0.064
0.019,3.954,0.04,0.301,497.2,1.118,0.27,0.001,0,94.922,5.559,1.542,0,0.005,0.863,0.047,1.592,0.034,0.204
0.308,0.423,0.189,0.302,1359.9,0.805,0.686,0.101,0.312,1542.242,2.577,3.658,0.652,2.683,0.081,0.018,0.797,0.841,0.248
0.024,0.042,0.175,0.038,5889.1,1.203,0.015,0.004,0.055,292.212,5.481,0.031,0.045,2.544,0.444,2.816,0.392,4.731,0.887
0.219,5.107,1.768,0.04,3999.6,1.873,0.064,1.56,5.62,230.785,14.047,0.002,5.222,0.013,0.377,0.07,0.066,1.707,2.393
0,2.001,0.47,2.526,1718.4,0.004,1.094,0.774,0.468,419.875,0.004,0.023,1.865,0.649,0.002,0.823,0.774,2.339,0.326
0.083,7.09,0.019,0.012,6148.3,1.587,0.053,0.448,3.975,1093.389,0.011,1.462,0.003,0.128,1.743,1.633,0.062,8.35,1.369
2.25,0.164,2.545,0,2749,2.168,1.727,0.011,0.04,1978.908,3.349,0.09,0.291,1.292,0.005,4.056,0.112,2.029,0.877
0.035,0.009,0.804,2.621,3910.8,0.053,0.585,2.234,0.417,805.538,2.819,0.319,0.032,4.051,1.503,0.234,0.017,3.362,0.003
8.71,0.022,0.44,0.5,2614.9,0.704,1.121,0.219,0.48,20.597,2.47,0.379,0.271,1.683,2.563,0.503,2.843,2.092,1.373
0.012,2.823,0.428,0.095,859.6,1.073,0.18,3.073,0.932,1668.8,5.233,0.298,0.193,0.018,0.001,1.176,0.764,0.211,1.416
15.567,0.207,0.505,1.32,2708.8,0.74,0.392,4.025,0.006,439.145,3.469,1.571,2.949,0.664,0.816,0.982,1.307,1.965,0.062
10.164,0.678,0.127,0.001,752.9,0.631,0.04,0.803,0.117,580.089,0.003,2.367,0.006,0.925,0.366,4.268,0.066,0.972,0.193
0.001,2.492,1.664,0.946,2047.5,0.184,0.029,1.283,0.295,313.494,0.009,0.938,1.5,2.675,0,9.172,0.245,2.813,0.053
0,0.696,2.36,0.199,2371.1,0.733,0.021,0.495,0.245,3144.539,4.403,0,2.129,0.186,1.555,0.307,2.139,1.48,0.144
0,6.338,0.138,0.021,3490.6,0.004,2.887,0.207,2.654,0.016,14.86,0.002,0.495,0.348,0.146,0.311,3.147,1.268,1.002
0,0.004,6.034,0.007,83.7,0.72,0.129,0.026,4.017,208.628,0.041,0.706,3.263,6.062,3.446,3.248,0.084,0.078,0.383
0.367,0.418,6.337,4.382,3161.5,4.452,0.438,0.024,0.31,452.707,4.611,1.284,0.894,0.256,0.868,1.306,0.665,2.185,0.946
0.043,0.42,2.898,1.102,760.2,2.388,0.36,0.005,0.203,1266.859,0.046,4.624,3.633,0.001,1.106,0.141,0.155,0.901,1.831
0.037,0.333,2.221,0.478,7665.5,0.054,0,0.9,0.003,85.585,8.819,0.667,1.282,0.543,0.718,0.004,0.6,5.769,2.628
0,6.233,0.064,0.367,211.7,0.075,0.598,0.229,2.581,251.221,3.101,0.002,0.379,0.915,0.845,0.166,0.435,1.003,0.383
8.646,0.483,0.882,1.321,2822.6,1.288,0.181,0.281,0.395,1822.799,0.798,0.335,4.724,0.106,0.034,1.073,1.034,2.891,0.086
0,16.081,1.635,5.13,3596,0.362,2.484,0.003,0.073,1477.891,26.808,0.012,1.574,0.874,1.075,0.045,0.014,0.648,3.218
0.01,1.604,2.371,6.44,678.7,0.195,0.011,0.039,0.015,1145.615,3.37,0.166,0.458,0.334,0.17,1.354,0.006,0.212,1.299
0.748,3.022,0.445,0.485,55.7,0.088,0.214,2.065,0.129,2032.246,1.694,1.851,0.05,0.05,1.864,0.001,3.506,0.384,0.324
0.139,7.358,0.12,1.42,2899.3,0.363,0.188,0.058,0.324,2.962,15.029,0.015,0.633,2.15,0.083,0.264,0.456,0.864,0.044
0.164,1.861,0.298,0.058,1607.6,0.007,0.008,0.039,1.701,22.016,0.003,1.966,0.464,0.795,0.453,3.547,0.509,2.185,1.165
0.459,1.935,0.197,0.085,282.5,9.094,0.535,1.516,0.349,2976.183,0.541,0.109,0.975,0.135,0.004,0.503,0.357,0.656,0.843
0,0.403,0.614,1.816,524.6,3.582,2.728,0.004,1.168,197.908,0.009,2.73,3.008,1.012,0.48,0.071,2.332,0.658,0.063
6.88,6.708,0.044,0.126,2494.1,1.482,3.178,1.105,4.866,5999.23,0.713,1.119,0.002,1.499,1.599,0.601,2.703,4.195,0.001
0.043,2.869,2.346,0.559,113.9,0.044,0.231,2.718,0.149,1415.095,1.373,0.03,2.063,0.617,0.001,2.567,0.137,0.494,1.88
0,4.889,0.549,0.249,74.5,1.687,0.565,0.361,1.195,1413.866,4.692,0.364,0.281,0.064,0.441,0.095,3.827,0.07,0.052
0.001,0.63,0.026,0.342,1412.6,0.114,0.184,0.362,0.206,128.641,3.062,0.592,4.359,0.608,0.308,2.332,0.689,0.817,0.013
3.687,1.543,0.044,0.419,37.2,0.047,0.104,0.281,1.484,3300.311,1.568,1.087,0.036,5.455,0.011,2.545,1.057,0.013,1.106
0,7.577,0.04,1.203,6030.7,0.137,3.588,0.487,1.61,462.034,21.003,4.598,0.667,1.319,0.032,1.169,0.246,2.591,0.056
0.019,0.249,0.213,0.015,385.9,0.048,0.539,0.002,0.984,357.743,0.014,0.25,3.589,0.265,0.059,0.019,0.168,0.469,0.729
1.371,0.002,0.001,0.927,1128.7,0.083,0.163,0.205,0.019,0.542,0.972,2.317,0.008,3.616,0.879,0.227,2.905,0.927,3.069
0.819,0.198,0.984,0.001,1987.4,0.385,0.66,0.029,3.075,238.82,2.701,0.447,0.041,1.968,1.005,0.003,0.556,1.411,0.009
3.897,1.579,0.424,1.657,1417.9,0.01,0.174,3.12,0.229,333.899,0.001,0.14,0.196,0.593,2.262,0.83,0.006,1.911,0
2.129,0.614,0.009,2.654,4790,0.007,0.002,0.036,1.764,0,6.931,1.94,0.192,2.624,0.008,2.191,7.252,3.321,0.065
0.633,4.379,0.027,0,265.7,0.315,0.309,2.287,0.033,85.216,1.85,0.147,0.32,0.049,1.848,0.083,0.138,0.918,3.306
0.114,0.082,0.014,0.184,7843,0.189,0.027,1.415,0.772,109.895,5.054,1.32,0.312,4.003,6.785,0.175,1.62,6.924,0.372
0.284,0.303,1.506,0.026,6.5,3.669,0.052,0.612,0.615,5.964,0.166,0.038,0.259,0.256,0.92,0.327,1.412,0.041,1.675
0.353,0.812,0.119,0.144,6,1.483,0.063,0.153,0.741,185.655,0.51,2.077,0.323,1.943,0.172,3.307,2.213,0.079,0.217
0.154,6.751,0,0.015,4191.6,0.005,0.311,0.282,1.286,587.545,16.685,1.579,0.001,0.002,0.585,0.682,3.353,1.617,0.453
0.572,0.007,0.609,0.423,949.5,0.461,0.115,1.708,0.02,6.456,0.635,1.135,0.884,3.806,0.057,0.001,0.168,0.831,0.143
0.7,3.033,0.983,0.086,217.5,0.003,0.254,0.263,0.031,225.781,1.207,0.294,0.37,0.795,1.686,1.188,0.29,0.692,1.73
0.222,4.812,0.5,0.008,813.9,0.298,0.002,1.784,1.235,38.08,1.217,1.709,0.337,1.037,2.743,0.01,0.035,1.785,2.301
0.343,0.19,0.127,1.33,815.2,0.01,0.323,0.826,2.2,221.516,0.181,0.194,1.92,1.121,2.179,0.352,1.012,0.862,0.225
11.389,0.452,6.536,2.16,494.2,0.556,1.28,0.411,0.197,1765.484,1.467,0.541,6.171,0.902,0.148,0.568,0.701,0.238,0.318
0.092,2.042,0.567,1.252,1746.5,5.167,0.431,0.093,0.038,161.711,0.004,0.15,0.393,0.016,2.101,0.207,0.058,2.379,0.031
19.43,8.835,0.516,0.342,2660,0.818,0.601,0.034,0.972,249.606,16.311,0.078,0,0.451,0.711,1.003,0.831,0.645,1.914
0.541,0.275,7.355,0.027,3138.3,0.317,0.161,11.427,0.065,119.149,1.261,0.196,2.245,0.679,6.286,0.504,0.07,3.043,2.156
2.137,3.252,0.336,0.521,2310.6,0.576,4.129,1.34,0.32,716.541,8.545,0.918,0.001,0.197,0.004,8.887,0.051,0.947,0.123
0.043,0.141,0.637,0.178,3508.5,0.388,0.14,2.738,0.33,16.184,3.986,3.206,0.104,0.508,2.564,0.097,0.123,2.651,0.084
3.578,1.901,4.529,0.443,1659.9,0.448,0.346,1.939,0.377,1152.416,0.003,0.204,1.414,4.627,0.24,1.271,0.003,2.251,0.189
39.152,0.075,1.963,1.592,1357.8,0.12,3.314,0.714,1.111,2939.166,0.64,3.123,1.04,0.019,1.5,0.048,0.005,1.279,0.967
0.006,0.87,1.33,4.112,3299,0.072,0.366,1.103,0,1352.557,5.906,0.325,0.17,0.192,0.024,0.103,0.242,2.093,0.136
0.028,2.989,1.414,0.273,2409.5,1.428,0.858,8.196,0.007,552.171,0.014,0.754,2.533,0.028,0.271,1.424,1.923,3.325,0.113
2.297,3.111,0.238,1.868,2476.7,0.091,0.604,0.039,0.008,190.013,0.017,0.497,0.012,0.675,0.534,1.197,0.037,3.427,1.743
0.017,1.184,0.026,2.963,1779.6,0.777,1.106,0.37,0.24,34.831,0.059,0.304,1.563,1.381,0.017,2.605,0.238,2.175,0.038
45.879,2.533,0.566,0.001,2085.8,0.004,0.717,0.395,2.136,27.721,0.009,5.079,0.028,0.921,0.693,0.673,0.28,2.865,2.689
0.001,1.157,0.548,0.031,1862.9,0.185,0.022,0.507,1.509,136.919,4.632,0.455,0.096,2.728,1.19,1.604,1.117,1,0.699
1.492,6.556,0.252,0.448,170.5,3.035,0.02,0.755,2.249,240.239,3.454,4.37,7.592,0.017,0.189,0.243,0.927,0.947,0.057
12.129,0.017,0.002,0.91,2345,1.954,0.158,0.102,1.126,611.109,2.185,1.518,0,0.046,1.022,0.571,0.462,1.883,1.146
3.549,0.062,0.051,3.333,4290.9,0.897,0.014,0.136,1.98,1544.692,2.655,1.384,6.435,1.452,0.299,0.291,1.156,3.823,0.563
1.286,0.003,1.525,6.887,38.4,0.009,0.001,0.129,0.954,376.852,0.05,0.002,0.677,0.13,0.149,0.058,4.853,0.028,0.546
0.078,3.03,0.399,1.033,2424.3,0.032,1.734,0.672,0.418,19.177,0.016,1.287,0.927,0.015,0.039,0.026,0.814,3.351,2.264
0.016,1.215,1.952,11.691,1161.1,0.251,11.62,0.949,0.258,664.914,0,3.057,0.142,0.306,1.299,0.703,0.387,1.545,0.015
1.543,3.584,5.684,0.009,63.8,0.578,1.777,2.201,1.075,0.552,2.019,0.415,1.859,1.286,0.004,1.774,0.024,0.45,3.56
0.095,0,0.05,2.742,6022.2,0.232,0.373,1.206,0.072,32.714,4.74,0.204,1.08,0,1.077,0.308,0.262,5.064,0.002
0.001,1.041,0,0.679,1037.9,0.126,0.042,1.5,0.043,56.337,0,1.237,0,1.577,0.025,1.595,0.006,1.369,1.548
0.696,0.347,0.669,6.773,1548.7,7.473,0.396,0.957,1.89,1229.16,0.357,1.372,0.649,0.017,0.804,0.409,3.077,1.63,0.817
0.167,0.161,1.52,0.006,303.7,1.906,0.548,0.002,2.066,1083.214,0.02,0.193,0.118,2.175,3.564,0.007,1.91,0.358,0.977
4.57,0.034,0.009,0.678,1646.1,0.058,1.268,0.993,0.113,172.879,0.969,0.839,0.358,0.056,1.529,0.785,0.201,1.483,1.738
0.123,0.093,0.664,0.168,0.3,0.027,0.847,0.083,0.17,480.439,0.079,0.941,0.128,1.688,2.33,0.59,4.274,0.003,0.001
0,3.312,0.682,0.006,2604.6,0.105,0.251,0.796,0.523,34.061,0.021,1.26,0.03,0.186,0.04,0.123,0.37,3.614,0.001
0.108,1.221,0.404,1.35,1167.3,0.33,0.088,1.264,1.187,34.374,0,0.721,2.378,0.01,0.031,0.215,0.005,1.553,1.75
0.093,1.524,1.385,0,1378.6,0,0.009,2.852,0.369,2467.637,0.001,1.211,2.112,0.61,0.003,0.316,1.77,1.855,1.791
0.62,0.772,0.449,0.718,1836.8,0.038,11.413,0,1.261,1785.749,0.197,0.182,1.504,0.481,0.762,7.674,0.009,2.089,0.606
1.528,0.124,0.021,0.47,1653.4,1.231,0.092,0.001,0.081,222.343,0.706,1.401,0.054,2.591,0.628,0.641,2.628,1.586,0.116
0.033,3.192,0.359,0.082,65.2,0.054,4.891,2.381,1.002,556.818,1.758,0.149,2.544,3.211,1.412,0.25,0.551,0.421,0.08
0.008,0.879,0.034,0.538,999,0.158,0.378,0.04,0.273,264.234,0.006,1.804,0.035,0.493,1.177,1.179,0.609,1.284,0.036
0.116,2.082,0.816,0.017,1464.3,1.4,0.37,1.087,1.977,363.931,0.031,3.908,0.734,0.138,7.758,0.014,1.42,2.084,0.519
0.247,0.084,0.1,0.146,2794.4,0.355,0.06,0.16,1.839,221.431,1.534,0.312,0.018,0.022,0.238,2.164,0.012,2.555,0.002
0.603,1.91,0.437,0.096,3027,0.647,0.016,0.718,2.928,40.432,0.122,0.902,1.051,5.355,1.189,3.054,0.443,3.666,2.805
0.015,2.952,0.563,0.028,6216.6,1.277,1.362,0.024,0.078,1646.98,13.814,0.581,0.044,1.112,0.052,2.372,0.987,3.551,0.602
0.053,0.086,1.487,0.286,2154.8,0.609,0.078,0.959,3.708,1674.44,2.444,0.002,2.098,0.042,0.021,6.105,0.179,1.629,0
0.343,6.384,0.135,0.321,2099.2,1.487,0.449,0.218,0.128,221.747,12.171,0.037,0.043,1.717,3.411,0.018,0.003,0.548,2.851
0.111,0.023,0.078,0.256,769.1,0.032,0.004,1.782,2.445,11806.856,0.421,0.02,0.569,0.066,5.532,0.259,0.378,0.704,0.531
0,2.951,0.4,2.407,2323.8,0.139,1.908,0.245,0.693,3197.458,8.138,0.146,0.82,3.356,1.902,0.252,1.175,0.994,0.441
0.008,1.539,0.152,0.567,1426.7,0.56,2.742,0.022,0.261,1673.221,4.594,0.224,2.889,1.154,0.004,0.021,1.465,0.649,2.751
0.019,0.843,0.17,0.2,2276.5,0.65,0.002,0.002,2.098,2121.156,4.595,0.814,0.316,1.242,1.913,0.005,0.038,1.366,0.451
16.961,0.503,0.325,0.778,1116.7,1.253,1.849,0.202,1.141,214.596,0.106,0.174,0.582,1.696,0.909,1.242,1.653,1.283,0
6.531,0.226,0.244,0.043,366.2,0.92,0.065,0.115,0.037,0.224,0.016,0.238,0.337,7.494,0.017,0.621,0.112,0.442,0.008
0.001,1.051,1.643,0.906,1300.6,4.871,1.375,0.071,0.209,470.75,0.016,1.296,0.63,1.282,2.064,1.342,3.152,1.645,2.336
0.283,0.075,1.63,0.211,2595.2,1.031,0.01,1.481,1.827,428.318,2.802,3.387,0.074,0.19,0.188,0.392,1.653,1.993,0.525
27.344,0.615,0.366,0,4067.6,1.032,1.063,0,0.095,60.929,6.149,2.107,0.046,0.234,1.094,0.02,0.127,2.772,1.482
1.923,0.218,0.051,1.866,1611.1,2.98,0.045,0.021,0,2.061,0.526,1.056,2.083,0.002,1.051,0.335,3.238,1.615,0.244
0.013,0.914,4.009,0.596,487.9,1.98,1.328,2.844,2.477,54.749,2.114,1.869,0.063,0.029,5.407,0.329,0.293,0.174,0.666
15.715,0.26,0.005,0.056,1551.6,0.257,3.87,0,2.69,190.775,2.415,0.292,1.985,0.079,0.367,2.087,6.829,1.045,0.888
0.438,0.019,1.419,0.062,1471.3,0.198,1.184,0.483,0.425,31.406,0.925,0.467,1.579,0.281,3.991,0.18,0.019,1.306,1.204
0.017,0.691,0.771,2.304,2092.8,0.316,0.001,0.38,1.066,500.991,4.05,0.364,0.018,0.189,1.724,0.063,0.005,1.281,0.26
0.001,1.617,0.031,2.181,1289.4,0.272,0.07,0.009,0.082,721.348,0.009,0.002,3.771,0.158,0.184,0.997,0.154,1.783,0.205
0.048,0.282,3.486,2.866,355.8,2.815,2.582,0.38,0.114,210.738,0.987,0.238,0.787,0.066,0.001,0.52,0.922,0.179,3.806
0,3.121,0.081,1.111,299.3,0.03,2.053,3.603,1.615,296.551,1.099,0.43,0.901,4.262,1.3,1.121,1.206,0.831,0.528
2.981,7.915,0.292,0.434,573.1,0.741,1.591,0.561,1.372,186.83,3.139,0.618,0.038,0.027,4.574,0.069,0,1.814,0.429
0.946,0.338,1.362,0.866,18.9,0.003,0.179,5.064,1.016,2512.924,0.395,0.74,0.02,1.402,0.185,0.193,0.871,0,0.465
0.713,0.502,6.388,0.268,607.3,0.015,0.134,1.494,0.045,386.104,0.006,3.694,1.507,0.139,0.243,1.888,0.319,0.772,0.117
7.092,0.07,0.338,0.452,172.1,0.001,0.966,0.508,0.234,615.958,0.36,4.265,0.295,2.273,1.806,1.395,2.05,0.101,0.555
0.451,1.071,0.756,0.104,1066.4,0.857,2.903,1.927,2.383,825.836,0,1.211,2.294,0.012,0,1.334,1.873,1.407,0.248
0.004,1.985,0.158,4.112,1712,0.01,0.196,0.336,2.362,620.917,0.003,2.298,0.516,0.948,0.087,3.339,0.029,2.328,0.18
0.236,0,0.315,2.918,58.5,0.007,0.16,7.239,0.886,0.01,0.049,1.33,1.778,0.127,0.005,0.044,0.68,0.048,0.296
0.02,0.701,0.177,0.207,144.8,1.621,4.354,1.074,0.004,654.503,0.151,0.063,0.111,0.146,4.766,0.275,0.038,0.295,0.316
13.685,0.001,0.013,0.777,71.9,0.001,0.501,0.011,0.285,352.073,0.046,0.621,5.157,0.067,0.082,0.575,3.778,0.064,1.233
5.158,11.844,0.016,0.072,1105.6,0.083,0.945,0.068,0.038,192.806,15.445,0.143,0.103,0.006,1.397,4.039,1.091,0.027,1.828
0.004,0.511,1.494,9.003,619.1,0.861,0.423,0.25,0.001,131.399,0.006,1.531,2.547,0.015,0.786,0.456,3.82,0.786,2.781
0.004,5.644,0.108,1.186,4148.1,1.034,0.017,0.011,1.017,1798.074,0.063,0.196,0,0.007,0.477,1.738,0.996,5.843,0.309
0.186,0.627,0.059,0,708.1,0.117,1.056,0.317,0,175.194,0.004,0.128,0.071,0.003,0.206,0.002,1.786,0.911,0.001
2.84,3.595,3.096,0.062,2797.6,3.955,0.878,0.169,0.005,3742.763,0.025,6.13,0.148,1.782,0.001,1.875,1.755,3.89,0.742
0.913,3.039,5.942,0.134,837.1,1.859,0.05,0.113,3.51,871.581,0.49,1.623,0.952,0.212,0.075,0.939,0.383,1.545,0.472
0,0.195,0.872,1.529,962.2,0.644,0.616,0.219,0.149,209.199,1.585,1.523,0.207,1.005,0.101,4.472,0.191,0.633,0.016
0.105,2.494,2.714,0.993,2057.9,2.234,0.775,0.802,1.182,7044.518,0.009,0.002,0.02,5.771,0.123,0.783,2.062,2.825,0.002
0.139,4.299,1.675,0.016,209.5,0.213,0.559,0.048,1.202,337.318,1.946,0.159,0.161,0.537,0.028,0.529,0.218,0.812,0.232
0.009,1.201,0.122,0.143,9811.4,1.001,0.97,1.489,2.648,333.639,3.384,0.221,0.006,0.194,0.73,0.354,0.984,9.756,0.006
0.095,5.962,0.209,0.314,1627.1,0.051,0.003,1.734,0.714,277.979,10.631,1,0.029,0.032,2.967,4.961,0.889,0.361,0.004
12.943,9.755,1.184,0.743,12585,1.236,3.535,0.242,1.112,1100.813,34.558,0.723,0.728,1.99,0.008,0.2,0.127,6.368,0.003
0.132,0.404,0.012,0.601,526.7,0.642,0.003,0.275,1.066,2237.488,0.009,0.071,0.892,0.138,0.017,0.905,0.015,0.66,2.256
0.168,9.943,0.16,0.161,7.8,0.375,1.388,0.376,4.068,39.255,7.958,0.366,0.229,0.801,1.273,10.816,0.015,0.424,0.508
0.27,7.688,2.706,0.381,3441.3,4.861,0.151,0.12,0.255,1392.764,16.523,0.033,0.356,0,1.144,0.004,0.309,1.113,4.727
1.499,2.386,0.825,0.291,149.3,0.052,0.011,1.816,1.726,1788.073,0.998,0.478,0.036,2.123,0.342,0.42,3.175,0.508,0.404
0.38,0.006,0.418,2.305,2596.5,0.108,2.625,0.454,0.034,1053.765,1.871,0.557,0.018,0.051,1.04,0.659,0.387,2.233,1.972
0.516,2.732,1.732,1.55,417.7,0.205,2.365,0.664,0.409,762.102,4.055,0.371,0.031,0.027,2.638,2.394,0.314,0.043,0.075
2.045,0.007,0.223,0.217,2235.2,0.024,2.56,0.852,0.093,1205.27,1.584,0.586,0.551,0.513,0.022,1.661,2.067,1.93,0.423
0,1.099,0.073,0.416,1913.4,0.002,0.439,0.094,1.523,4647.408,4.601,2.008,0.21,1.412,0.533,0.016,0.047,1.047,0.256
0.072,0.099,5.725,2.705,2776.9,0.636,0.194,2.377,0.303,528.19,3.095,1.058,0.015,0.434,3.922,0.033,0.129,2.112,0.317
28.913,3.349,0.047,2.072,17.5,0.097,0.332,0.587,0.124,1633.238,2.921,0.144,2.825,0.436,3.067,4.186,0.001,0.092,0.205
5.003,0.198,0.011,0.379,2129.5,0.189,1.158,1.674,0.029,4667.53,2.848,0.156,0.302,0.453,0.001,0.09,1.111,1.521,0.638
0.053,0.04,0.374,0.111,3042.2,0.902,0.073,0.448,0.43,839.28,2.99,1.002,2.365,0.009,0.008,1.157,0.327,2.405,1.783
0.559,1.117,0.241,0.306,230.9,0.382,0.024,2.791,0.468,752.519,0.241,2.117,3.405,0.008,3.009,0.126,2.924,0.47,0.131
0,3.44,0.425,0.11,160.4,2.532,0.012,2.487,0.051,209.107,1.577,0.005,1.088,0,0.832,1.771,1.681,0.636,0.163
0.143,0.549,3.887,0.785,3212.3,0.073,0.015,0.909,0.439,177.991,5.026,0.164,1.891,2.935,0.926,0.755,0.31,2.159,1.694
11.283,0.005,0.895,0.046,2874.2,0.403,2.358,4.151,1.535,56.003,2.111,1.667,0.009,1.812,0.736,0.941,1.632,2.46,0.04
0.006,1.211,2.307,0.834,878.7,0.48,1.624,0,2.389,119.43,3.213,0.181,0.539,3.682,0.006,0.041,4.905,0.364,0.049
0.001,0.478,0.363,0.452,0.9,1.799,2.151,0.095,0.016,704.168,0.394,0.003,0.143,0.111,2.115,0.392,1.729,0.018,0.618
0.566,3.08,2.892,0.064,835.8,0.3,0.25,0.042,0.044,549.503,0.506,0.194,4.473,0.061,0.413,0.958,1.129,1.55,4.575
